liver, temp, end_point, -2.0000, -Inf, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.1053, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.1053, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.2632, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.2632, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.2632, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.2632, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.2632, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.2632, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.4211, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.4211, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.4211, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.4211, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.4211, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.4211, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.5789, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.5789, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.5789, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.5789, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.5789, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.7368, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.7368, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.7368, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.8947, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.8947, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.8947, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.8947, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.8947, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.0526, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.0526, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.0526, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.0526, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.2105, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.2105, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.2105, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.3684, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.3684, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.5263, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.5263, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.5263, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.6842, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.6842, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.8421, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.8421, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.8421, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.8421, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 2.0000, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 2.0000, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 2.0000, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -1.0000, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -1.0000, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -1.0000, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -1.0000, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -1.0000, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -1.0000, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.8421, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.8421, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.8421, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.8421, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.8421, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.8421, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.6842, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.6842, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.6842, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.6842, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.6842, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.6842, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.5263, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.5263, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.5263, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.5263, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.5263, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.5263, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.3684, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.3684, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.3684, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.3684, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.3684, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.3684, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.2105, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.2105, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.2105, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.2105, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.2105, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.2105, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.0526, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.0526, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.0526, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.0526, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.0526, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.0526, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.1053, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.1053, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.1053, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.1053, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.1053, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.1053, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.2632, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.2632, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.2632, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.2632, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.2632, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.2632, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.4211, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.4211, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.4211, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.4211, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.4211, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.4211, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.5789, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.5789, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.5789, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.7368, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.7368, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.7368, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.7368, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.8947, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.8947, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.8947, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.0526, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.0526, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.0526, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.2105, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.2105, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.2105, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.3684, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.3684, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.3684, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.5263, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.5263, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.5263, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.5263, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.6842, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.6842, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.6842, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.8421, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.8421, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.8421, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.8421, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 2.0000, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 2.0000, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 2.0000, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -1.0000, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -1.0000, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -1.0000, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -1.0000, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -1.0000, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -1.0000, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.8421, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.8421, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.8421, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.8421, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.8421, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.8421, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.6842, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.6842, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.6842, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.6842, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.6842, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.6842, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.5263, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.5263, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.5263, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.5263, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.5263, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.5263, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.3684, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.3684, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.3684, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.3684, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.3684, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.3684, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.2105, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.2105, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.2105, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.2105, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.2105, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.2105, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.0526, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.0526, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.0526, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.0526, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.0526, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.0526, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.1053, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.1053, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.1053, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.1053, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.1053, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.1053, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.2632, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.2632, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.2632, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.2632, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.2632, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.2632, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.4211, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.4211, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.4211, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.4211, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.4211, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.4211, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.5789, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.5789, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.5789, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.5789, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.7368, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.7368, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.7368, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.7368, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.8947, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.8947, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.8947, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.8947, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.8947, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.0526, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.0526, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.0526, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.2105, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.2105, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.2105, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.3684, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.3684, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.3684, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.3684, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.5263, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.5263, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.5263, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.5263, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.6842, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.6842, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.8421, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.8421, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.8421, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 2.0000, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 2.0000, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 2.0000, 0, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -1.0000, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -1.0000, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -1.0000, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -1.0000, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -1.0000, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -1.0000, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.8421, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.8421, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.8421, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.8421, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.8421, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.8421, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.6842, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.6842, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.6842, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.6842, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.6842, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.6842, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.5263, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.5263, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.5263, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.5263, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.5263, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.5263, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.3684, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.3684, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.3684, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.3684, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.3684, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.3684, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.2105, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.2105, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.2105, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.2105, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.2105, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.2105, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.0526, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.0526, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.0526, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.0526, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.0526, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, -0.0526, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.1053, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.1053, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.1053, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.1053, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.1053, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.1053, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.2632, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.2632, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.2632, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.2632, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.2632, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.2632, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.4211, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.4211, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.4211, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.4211, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.4211, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.4211, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.5789, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.5789, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.5789, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.5789, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.7368, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.7368, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.7368, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.7368, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.7368, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.8947, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.8947, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.8947, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 0.8947, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.0526, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.0526, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.0526, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.0526, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.2105, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.2105, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.2105, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.3684, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.3684, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.3684, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.5263, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.5263, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.5263, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.6842, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.6842, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.6842, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.8421, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 1.8421, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 2.0000, 1, 1 sequences
liver-spleen, threshold, end_point, 4.0000, 2.0000, 1, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 0, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 0, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 0, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 0, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 0, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 0, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 1, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 1, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 1, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 1, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 1, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 1, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 0, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 0, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 0, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 0, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 0, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 0, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 1, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 1, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 1, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 1, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 1, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 1, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 0, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 0, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 0, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 0, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 0, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 0, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 1, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 1, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 1, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 1, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 1, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 1, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 0, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 0, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 0, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 0, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 0, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 0, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 1, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 1, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 1, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 1, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 1, 1 sequences
liver-spleen, min_fit, end_point, 4.0000, -Inf, 1, 1 sequences
